Model,Scenario,Region,Variable,Unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
History,IEA Energy Statistics (2017),South Africa,Final Energy|Liquids,EJ/yr,0.3682428,0.39704312999999997,0.43501471999999997,0.42525382,0.45128992999999995,0.45949610999999996,0.47508553,0.49436974,0.45646471,0.47035922999999996,0.5008568,0.50823842,0.5168076699999999,0.54932366,0.53208505,0.52424108,0.55215996,0.59819479,0.6133531799999999,0.63121608,0.62986141,0.62108147,0.59141977,0.6151036,0.6698566899999999,0.67299765,0.6824939099999999,0.68796878,0.6875064799999999,0.66791695,0.67784369,0.69088184,0.73059676,0.76505211,0.79053047,0.81525596,0.95532489,0.9798691399999999,0.9485375899999999,0.95279204,1.02922341,1.02085601,1.07907569,1.03919626,1.08943593
History,IEA Energy Statistics (2017),South Africa,Final Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Solar,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051092,0.00057891,0.0006478699999999999,0.00071988,0.00074387,0.00074785,0.0008148399999999999,0.00210362,0.0024955,0.0027674699999999997,0.00300441,0.00325239,0.00380329,0.00424018,0.00472711
History,IEA Energy Statistics (2017),South Africa,Final Energy,EJ/yr,1.39034166,1.44444713,1.55289007,1.5607211399999998,1.66775149,1.72806029,1.7467083799999998,1.7826031199999999,1.76335359,1.83142644,1.9211444999999998,1.83949465,1.78591869,1.9040768399999999,1.9140338,1.90686592,1.97022133,2.07685377,2.12538334,2.13729345,2.1056597,2.00400131,1.99720722,2.0539809399999998,2.18909354,2.31818272,2.3998114999999998,2.39548059,2.32529756,2.34824587,2.31358302,2.43633882,2.55197145,2.6570792699999997,2.69134735,2.7254100599999997,2.9088268999999998,2.95104509,3.06464562,2.85579627,2.91486695,2.9889036399999998,3.12449634,3.1183647299999997,3.13133539
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Biomass,EJ/yr,0.19676217999999998,0.20666028,0.21495868999999998,0.22825613,0.25045185999999997,0.2419535,0.24095369,0.24495292,0.25395119,0.26396347,0.29195809,0.30295596999999996,0.30895481999999996,0.34193189999999996,0.34693093999999997,0.35292977999999997,0.37792259,0.39893275,0.42692502,0.43592328999999996,0.44492156,0.45190359999999996,0.4599163,0.46891457,0.47891265,0.48705299999999996,0.49483752,0.50375779,0.51607276,0.5290177899999999,0.5399480999999999,0.54641462,0.55346904,0.56078041,0.56833093,0.57616338,0.58427677,0.59268517,0.60141146,0.61045571,0.6198000499999999,0.62948735,0.6395425699999999,0.64997675,0.66076103
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Coal,EJ/yr,1.34391972,1.34421338,1.4169017499999998,1.49498336,1.56335849,1.63719518,1.65987629,1.7651818,1.8624556099999998,1.99633964,2.25285328,2.54039838,2.61996312,2.82172928,2.82776513,2.9487471999999997,3.06576793,3.11174837,2.9064132999999996,2.7858592499999997,2.93671028,2.71567709,3.04981497,3.14235463,3.26968741,3.3121597699999996,3.40734256,3.35112586,3.43306371,3.42385802,3.4223634699999996,3.29403896,3.63921161,3.9398458699999996,3.84923812,3.91863211,4.03958952,4.41799724,4.33952739,4.2066557399999995,4.11563533,4.05833997,3.9953992699999996,4.271892729999999,4.03353682
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Fossil,EJ/yr,1.70490381,1.7247907299999998,1.8414214599999998,1.9037580699999999,2.00612184,2.08580694,2.12428653,2.24555384,2.31031372,2.4371210899999998,2.70655507,2.96385615,3.00986143,3.23237754,3.2113589499999997,3.3168121,3.4569463899999997,3.54043654,3.3356754399999997,3.2809486399999996,3.43069143,3.15830031,3.44422238,3.5409800899999997,3.74130399,3.76524643,3.863092,3.81750666,3.87259778,3.84600214,4.02308675,3.91104621,4.23747116,4.67882148,4.679969949999999,4.64384094,5.0070716299999996,5.44698749,5.30927948,5.18100252,5.1926125999999995,5.060012759999999,5.03231727,5.29002607,5.13401423
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Gas,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06298203,0.06388178,0.06433164999999999,0.07179324,0.07179324,0.07179324,0.06461417,0.057691549999999994,0.04857086,0.06354707999999999,0.058504919999999995,0.07600851,0.07536608,0.04518332,0.1163917,0.11549016,0.11203244999999999,0.14436559999999998,0.14853502,0.12872177999999998,0.16215715,0.1609542,0.1692552,0.17164762,0.16141663,0.17805292
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Geothermal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Hydro,EJ/yr,0.00040327,0.00300294,0.0035466399999999998,0.00407593,0.00403273,0.00675482,0.0069996599999999996,0.00686644,0.0041191399999999994,0.0035718399999999997,0.00595187,0.00365826,0.00214239,0.00201636,0.0022467999999999998,0.005843849999999999,0.005822249999999999,0.01138525,0.009934189999999999,0.00363665,0.00712928,0.00270769,0.00052569,0.0038670999999999996,0.0019047399999999998,0.00474925,0.00753256,0.00574303,0.00261407,0.0039643099999999995,0.00714729,0.008580339999999999,0.00252405,0.0034206199999999997,0.0047960599999999996,0.01043468,0.0031253599999999998,0.00433158,0.00504091,0.0076117699999999995,0.00740653,0.0043387799999999995,0.00417315,0.00351063,0.00288412
