,commodity,level,mode,node_dest,node_loc,technology,time,time_dest,unit,value,year_act,year_vtg
292,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2020,2020
293,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2030,2030
294,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2040,2040
295,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2050,2050
296,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,1990,1990
297,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,1995,1995
298,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2000,2000
299,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2005,2005
300,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2010,2010
301,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2020,2020
302,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2030,2030
303,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2040,2040
304,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2050,2050
305,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,1990,1990
306,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,1995,1995
307,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2000,2000
308,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2005,2005
309,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2010,2010
310,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2020,2020
311,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2030,2030
312,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2040,2040
313,i_feed,useful,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2050,2050
314,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,1990,1990
315,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,1995,1995
316,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2000,2000
317,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2005,2005
318,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2010,2010
319,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2020,2020
320,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2030,2030
321,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2040,2040
322,i_feed,useful,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2050,2050
323,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,1995,1995
324,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2000,2000
325,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2005,2005
326,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2010,2010
327,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2020,2020
328,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2030,2030
329,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2040,2040
330,i_feed,useful,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2050,2050
331,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,1990,1990
332,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,1995,1995
333,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2000,2000
334,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2005,2005
335,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2010,2010
336,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2020,2020
337,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2030,2030
338,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2040,2040
339,rc_spec,useful,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.0,2050,2050
340,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,1990,1990
341,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,1995,1995
342,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2000,2000
343,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2005,2005
344,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2010,2010
345,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2020,2020
346,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2030,2030
347,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2040,2040
348,rc_therm,useful,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.0,2050,2050
349,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,1990,1990
350,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,1995,1995
351,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2000,2000
352,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2005,2005
353,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2010,2010
354,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2020,2020
355,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2030,2030
356,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2040,2040
357,rc_therm,useful,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.0,2050,2050
358,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,1990,1990
359,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,1995,1995
360,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2000,2000
361,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2005,2005
362,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2010,2010
363,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2020,2020
364,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2030,2030
365,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2040,2040
366,rc_therm,useful,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.0,2050,2050
367,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,1990,1990
368,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,1995,1995
369,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2000,2000
370,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2005,2005
371,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2010,2010
372,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2020,2020
373,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2030,2030
374,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2040,2040
375,rc_therm,useful,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.0,2050,2050
376,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,1995,1995
377,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2000,2000
378,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2005,2005
379,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2010,2010
380,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2020,2020
381,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2030,2030
382,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2040,2040
383,rc_therm,useful,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.0,2050,2050
384,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,1990,1990
385,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,1995,1995
386,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2000,2000
387,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2005,2005
388,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2010,2010
389,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2020,2020
390,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2030,2030
391,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2040,2040
392,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2050,2050
393,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,1990,1990
394,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,1995,1995
395,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2000,2000
396,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2005,2005
397,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2010,2010
398,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2020,2020
399,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2030,2030
400,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2040,2040
401,transport,useful,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2050,2050
402,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,1990,1990
403,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,1995,1995
404,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2000,2000
405,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2005,2005
406,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2010,2010
407,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2020,2020
408,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2030,2030
409,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2040,2040
410,transport,useful,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2050,2050
411,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,1995,1995
412,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2000,2000
413,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2005,2005
414,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2010,2010
415,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2020,2020
416,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2030,2030
417,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2040,2040
418,transport,useful,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2050,2050
419,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,1990,1990
420,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,1995,1995
421,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2000,2000
422,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2005,2005
423,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2010,2010
424,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2020,2020
425,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2030,2030
426,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2040,2040
427,transport,useful,M1,South Africa,South Africa,elec_trp,year,year,GWa,1.0,2050,2050
428,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2020,2005
429,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2030,2000
430,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2040,2005
431,i_therm,useful,M1,South Africa,South Africa,gas_i,year,year,GWa,1.0,2010,2000
432,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2005,2000
433,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2020,2000
434,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2020,1995
435,methanol,primary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.0,2050,2030
436,electr,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,0.09090909,2030,2020
437,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.05263158,2040,2020
438,methanol,primary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.0,2050,2040
439,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2010,2000
440,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2010,2000
441,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2050,2030
442,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2000,1990
443,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.03846154,2030,2020
444,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2020,2005
445,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2000,1990
446,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2010,1990
447,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2050,2010
448,electr,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,1.0,2030,2020
449,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2005,1995
450,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2005,1995
451,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2020,1995
452,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2010,2000
453,gas,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.0,2040,2030
454,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2020,2010
455,electr,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,1.0,2030,2020
456,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0,2030,2020
457,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.94736844,2030,2000
458,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2030,2000
459,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.9361702,2020,1995
460,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.08695652,2000,1995
461,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2040,2010
462,electr,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,1.0,2020,2005
463,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2020,2010
464,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2005,2000
465,electr,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,1.0,2040,2010
466,electr,secondary,M1,South Africa,South Africa,bio_istig,year,year,GWa,1.0,2050,2040
467,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2040,1990
468,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2010,1990
469,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2050,2030
470,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2030,2010
471,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2005,1990
472,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2005,1995
473,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.9189189,2005,1995
474,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2040,2020
475,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2050,2030
476,i_therm,useful,M1,South Africa,South Africa,gas_i,year,year,GWa,1.0,2030,2020
477,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2020,1990
478,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2040,2020
479,lightoil,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,1.0,2050,2040
480,coal,primary,M1,South Africa,South Africa,coal_extr,year,year,GWa,1.0,2020,2010
481,electr,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,1.0,2040,2010
482,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.06382979,2020,2000
483,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2050,2030
484,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2020,1990
485,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2030,2005
486,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2020,2010
487,gas,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.0,2030,2020
488,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2030,1995
489,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2040,2030
490,non-comm,useful,M1,South Africa,South Africa,biomass_nc,year,year,GWa,1.0,2020,2010
491,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2010,2005
492,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2030,2020
493,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2030,2005
494,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2010,1990
495,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.081081085,2005,2000
496,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2020,1990
497,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,1995,1990
498,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.94736844,2040,2010
499,lightoil,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,1.0,2040,2020
500,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2005,1995
501,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2010,2005
502,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.01923077,2040,2030
503,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2050,2020
504,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2010,1995
505,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2010,2000
506,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2005,2000
507,electr,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,1.0,2020,2010
508,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2005,1990
509,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2030,2005
510,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2000,1990
511,methanol,primary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.0,2040,2020
512,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2020,2010
513,gas,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.0,2030,2020
514,gas,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.0,2040,2030
515,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2020,2000
516,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2030,2000
517,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2030,2020
518,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.01923077,2030,2020
519,lightoil,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,1.0,2040,2020
520,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2040,2030
521,electr,secondary,M1,South Africa,South Africa,bio_istig,year,year,GWa,1.0,2040,2020
522,electr,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,1.0,2040,2030
523,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2000,1995
524,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2020,1995
525,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2010,2005
526,methanol,primary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.0,2040,2020
527,lightoil,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,1.0,2050,2030
528,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2005,2000
529,electr,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,1.0,2050,2030
530,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2030,2000
531,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2005,1995
532,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.9247312,2010,2005
533,methanol,primary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.0,2050,2030
534,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2050,2040
535,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2030,2005
536,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2020,2010
537,electr,secondary,M1,South Africa,South Africa,bio_istig,year,year,GWa,1.0,2030,2010
538,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2005,2000
539,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.9361702,2020,2010
540,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2030,2020
541,i_therm,useful,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.0,2040,2020
542,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,1995,1990
543,electr,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,1.0,2030,2000
544,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2000,1995
545,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2030,2005
546,electr,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,0.0,2040,2020
547,methanol,primary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.0,2050,2040
548,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2040,2010
549,electr,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,1.0,2050,2040
550,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.9361702,2020,2000
551,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2030,2005
552,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2005,2000
553,electr,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,0.13636364,2050,2030
554,methanol,primary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.0,2040,2030
555,electr,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,0.09090909,2050,2030
556,electr,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,1.0,2050,2030
557,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2050,2030
558,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2050,2030
559,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2020,2010
560,electr,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,1.0,2010,2005
561,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2010,2005
562,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2010,1995
563,electr,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.0,2050,2030
564,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2040,2005
565,electr,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,1.0,2010,2000
566,i_therm,useful,M1,South Africa,South Africa,coal_i,year,year,GWa,1.0,2040,2020
567,electr,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,1.0,2005,1995
568,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2020,2000
569,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2005,2000
570,electr,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,0.13636364,2040,2020
571,i_therm,useful,M1,South Africa,South Africa,foil_i,year,year,GWa,1.0,2030,2010
572,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2030,2005
573,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,2050,2040
574,electr,final,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.0,2040,2010
575,lightoil,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,1.0,2040,2030
576,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.05263158,2040,2030
577,electr,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,1.0,2050,2030
578,fueloil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.07526882,2010,1995
579,i_therm,useful,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0,2000,1995
580,i_therm,useful,M1,South Africa,South Africa,loil_i,year,year,GWa,1.0,1995,1990
581,electr,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,0.0,2050,2030
582,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2020,1990
583,methanol,primary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.0,2050,2040
584,electr,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,1.0,2010,2005
585,gas,final,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.0,2010,2000
586,methanol,primary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.0,2040,2030
587,methanol,primary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.0,2030,2020
588,lightoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,0.94736844,2050,2030
