,commodity,level,mode,node_loc,node_origin,technology,time,time_origin,unit,value,year_act,year_vtg
583,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.0,2050,2030
584,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0752689,2010,2000
585,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.1947432,2050,2020
586,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2040
587,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2010,2000
588,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2030,2005
589,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2050,2040
590,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.0,2050,2030
591,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1627907,2020,2010
592,gas,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.6666666,2030,2020
593,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.9417475,2005,2000
594,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.8181819,2000,1995
595,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,3.5714285,2000,1990
596,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,3.3333333,2005,1990
597,gas,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.6666666,2050,2040
598,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.754386,2005,1995
599,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2030,2010
600,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.8518518,2020,2010
601,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.6041667,2020,2005
602,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2030,2020
603,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,1990
604,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.6666666,2020,2000
605,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2050,2030
606,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2030,2010
607,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1494253,2030,2000
608,gas,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,2.0833333,2040,2020
609,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.0,2040,2020
610,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.857143,2010,2005
611,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.5873016,2020,2000
612,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2020,2000
613,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2040,2020
614,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1235955,2020,2000
615,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2020,1995
616,coal,resource,M1,South Africa,South Africa,coal_extr,year,year,GWa,1.0,2000,1995
617,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,2030
618,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5641026,2000,1990
619,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,2020
620,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.5873016,2020,2005
621,gas,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.6666666,2040,2030
622,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5595086,2030,2010
623,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.6949153,2030,2020
624,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.2820513,2040,2010
625,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.5673981,1995,1990
626,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2020,2010
627,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2010,1990
628,gas,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.6666666,2030,2020
629,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.4925373,2030,2010
630,coal,resource,M1,South Africa,South Africa,coal_extr,year,year,GWa,1.0,2005,2000
631,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2030,2005
632,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1494253,2010,1995
633,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2040,2010
634,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2010,2005
635,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.2820513,2040,2030
636,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.7777777,2005,2000
637,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.2988505,2005,1995
638,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6949153,2030,2005
639,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.2987013,2040,2020
640,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,3.3333333,2005,2000
641,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.1929824,2000,1995
642,coal,resource,M1,South Africa,South Africa,coal_extr,year,year,GWa,1.0,1995,1990
643,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4925373,2030,2005
644,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2020,2010
645,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.8181819,2005,1995
646,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0638298,2020,1995
647,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.6666666,2020,2010
648,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2050,2040
649,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.754386,2005,1990
650,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2030,2000
651,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,3.4482758,2000,1995
652,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,1995
653,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.7857143,2020,2000
654,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,1995,1990
655,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.6949153,2010,1995
656,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2010,1990
657,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.173913,2010,2005
658,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.32626,2030,2010
659,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.8867924,2010,1995
660,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2030,2020
661,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2000
662,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.7857143,2020,1995
663,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2050,2040
664,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2020,2005
665,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2040,2030
666,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2048193,2010,2005
667,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2040,2030
668,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2030,2005
669,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.8181819,2000,1990
670,coal,resource,M1,South Africa,South Africa,coal_extr,year,year,GWa,1.0,2020,2010
671,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.8181819,1995,1990
672,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2000,1995
673,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2050,2030
674,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.3333334,2050,2040
675,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2010,2005
676,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2040,2010
677,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,3.125,2000,1995
678,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1494253,2030,2005
679,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,3.5714285,2000,1995
680,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.9417475,2005,1995
681,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0869565,2050,2040
682,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4925373,2030,2020
683,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.6949153,2010,1990
684,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.7777777,2005,1995
685,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5169897,2040,2020
686,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.0,2050,2040
687,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2005,1995
688,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,2005
689,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.5384616,2050,2030
690,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.32626,2030,2020
691,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0752689,2010,1995
692,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.6949153,2010,2000
693,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.1947432,2050,2010
694,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.2987013,2040,2030
695,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2030,2010
696,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.25,2050,2030
697,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2020,2010
698,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,2005
699,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.081081,2005,1995
700,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.4925373,2030,2005
701,coal,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,2.857143,2050,2040
702,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4084507,2040,2020
703,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.0408163,2010,2005
704,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,2.2222223,2000,1995
705,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0016666667,2040,2030
706,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2030,2010
707,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1494253,2010,2005
708,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0869565,2000,1995
709,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2050,2030
710,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2020,2010
711,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.2820513,2040,2005
712,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.6949153,2030,2010
713,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4705882,2010,2000
714,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6129032,2040,2020
715,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.5873016,2020,2000
716,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2020,1995
717,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2030,2020
718,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1494253,2010,2000
719,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6129032,2040,2030
720,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2010,2000
721,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2010
722,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.0,2040,2030
723,electr,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,0.13129973,2030,2010
724,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4084507,2020,2000
725,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2005,2000
726,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2040,2030
727,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2020,2010
728,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1235955,2020,2005
729,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.857143,2010,1995
730,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.5873016,2020,2010
731,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.0,2050,2040
732,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2040,2010
733,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2030,2020
734,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5037594,2005,2000
735,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2040,2020
736,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6949153,2030,2020
737,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4705882,2010,1995
738,coal,secondary,M1,South Africa,South Africa,igcc_ccs,year,year,GWa,2.9411764,2050,2030
739,coal,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,2.2727273,2040,2020
740,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2020,2000
741,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0016666667,2050,2030
742,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.8518518,2020,2005
743,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2050,2040
744,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.6041667,2020,1995
745,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1494253,2030,2010
746,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,2000,1995
747,coal,secondary,M1,South Africa,South Africa,igcc_ccs,year,year,GWa,2.9411764,2040,2030
748,electr,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,0.0,2050,2040
749,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2040,2020
750,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0016666667,2050,2040
751,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2050,2030
752,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1627907,2005,2000
753,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2040,2030
754,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2030,2020
755,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,2010
756,electr,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,0.13414635,2020,2010
757,coal,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,1.9230769,2050,2040
758,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2030,2020
759,coal,secondary,M1,South Africa,South Africa,igcc_ccs,year,year,GWa,2.9411764,2050,2040
760,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2050,2040
761,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2020,1990
762,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1627907,2020,2005
763,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2030,2010
764,coal,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,2.2727273,2030,2020
765,coal,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.9230769,2050,2040
766,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5037594,2005,1995
767,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2048193,2010,2000
768,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2030,2000
769,coal,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,1.9230769,2040,2030
770,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.6949153,2030,2005
771,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1627907,2020,2000
772,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2050,2040
773,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,3.4482758,1995,1990
774,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.8867924,2010,2000
775,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.6666666,2020,1990
776,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,3.125,2000,1990
777,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,1995,1990
778,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2040,2020
779,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.4084507,2040,2030
780,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.9411764,2000,1995
781,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2050,2030
782,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,1990
783,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0989012,2040,2030
784,gas,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.6666666,2040,2020
785,electr,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,0.12857144,2050,2040
786,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.173913,2010,2000
787,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.0408163,2010,2000
788,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.631579,2010,1995
789,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2020,2010
790,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,2000
791,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2020,2010
792,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2040,2020
793,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,3.4482758,2000,1990
794,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2005,1990
795,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.8181819,2000,1995
796,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.1276596,2005,1990
797,gas,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,2.0833333,2030,2020
798,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1111112,2030,2010
799,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2040,2030
800,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.6949153,2010,1995
801,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2020,1990
802,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1627907,2005,1995
803,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2010,1990
804,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.2988505,2005,2000
805,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,1995,1990
806,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2040,2010
807,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.1929824,2000,1990
808,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2030,2005
809,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4925373,2030,2010
810,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.5625,2040,2020
811,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.8518518,2000,1995
812,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5169897,2040,2010
813,coal,secondary,M1,South Africa,South Africa,igcc_ccs,year,year,GWa,2.9411764,2040,2020
814,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2030,2020
815,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0638298,2020,2000
816,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4705882,2010,1990
817,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2005,2000
818,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.3333334,2050,2030
819,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2020,1990
820,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.2987013,2040,2030
821,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.0,2040,2030
822,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2195122,2005,1990
823,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2020,2005
824,electr,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,0.0,2030,2020
825,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2030,2010
826,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2010,2005
827,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.3513514,2030,2020
828,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6949153,2030,2010
829,coal,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,2.857143,2040,2030
830,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4084507,2020,1995
831,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.857143,2010,2000
832,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.3550136,2020,2010
833,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2020,2010
834,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.6041667,2020,2010
835,gas,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.6666666,2040,2020
836,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2020,2000
837,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.2988505,2005,1990
838,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,2010
839,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.5873016,2020,2005
840,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2040,2010
841,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2005
842,gas,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.6666666,2050,2030
843,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2010,1995
844,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.6949153,2010,2000
845,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.25,2050,2040
846,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.5873016,2020,1995
847,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2020,1990
848,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2030,2010
849,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2030,2005
850,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2040,2010
851,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.4925373,2030,2020
852,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.6666666,2020,2005
853,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.754386,2005,1995
854,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.631579,2010,2005
855,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,3.3333333,2005,1995
856,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2040,2030
857,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.754386,2005,2000
858,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2010,1995
859,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1627907,2020,1990
860,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2050,2040
861,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2020,2000
862,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2010,2000
863,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5169897,2040,2030
864,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.2820513,2040,2020
865,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.6949153,2010,2005
866,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.1947432,2050,2030
867,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2020,2005
868,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2020,2000
869,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5595086,2030,2020
870,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.5873016,2020,2010
871,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2010,1995
872,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,3.0959752,1990,1985
873,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.857143,2010,1985
