scenario,year,iso,name,gini_r,gini_u,i_r,i_u,n_orig,n_orig.1,n_r,n_u
SSP1,2060,ZAF,Gauteng,0.667146274115,0.6193800553719999,39674.0712382,27846.32625290001,129264.0,14603176.0,123572.616643,14535711.8854
SSP1,2060,ZAF,KwaZulu-Natal,0.5878895901910001,0.638343804514,22530.070923500003,25558.6838667,1932703.0,10934497.0,1847607.74,10883981.5396
SSP1,2060,ZAF,Limpopo,0.617995225477,0.6488989405569999,23922.4414904,27687.2332171,869956.0,5129402.0,831652.581416,5105705.06146
SSP1,2060,ZAF,Mpumalanga,0.633641471337,0.6629097753540001,25260.7879215,27384.302878,559210.0,3948515.0,534588.462007,3930273.5525
SSP1,2060,ZAF,North West,0.651235981354,0.669079856256,28174.906659400003,26337.8608039,624258.0,3310736.0,596772.454204,3295440.979740001
SSP1,2060,ZAF,Northern Cape,0.56040162709,0.662243359497,27878.4082502,25275.7101497,349404.0,972101.0,334020.04073400004,967610.063697
SSP1,2060,ZAF,Western Cape,0.596636007504,0.6496004317949999,28785.8335578,28044.6958707,406247.0,6058371.0,388360.292063,6030382.38744
SSP1,2070,ZAF,Eastern Cape,0.567146158097,0.650694058378,27111.3536715,30334.0267118,1325760.0,6386524.0,1265216.69481,6349198.80556
SSP1,2070,ZAF,Free State,0.63567531273,0.655519300652,30789.9692303,30298.6422368,460936.0,4349557.0,439886.497134,4324136.58966
SSP1,2070,ZAF,Gauteng,0.6593370546840001,0.604260316993,42728.1206694,32267.4587593,107065.0,14653572.0,102175.676917,14567931.1374
SSP1,2070,ZAF,KwaZulu-Natal,0.5706724211590001,0.621006004975,28085.8984077,30208.9655182,1314726.0,11111037.0,1254686.58302,11046100.0145
SSP1,2070,ZAF,Limpopo,0.610370777878,0.643112349021,28843.7245509,32544.6024078,625058.0,5005003.0,596513.559638,4975751.92224
SSP1,2070,ZAF,Mpumalanga,0.627465505621,0.656341028016,28593.5018564,32286.4557612,471950.0,3849640.0,450397.522264,3827141.28841
SSP1,2070,ZAF,North West,0.636276979448,0.662171146024,31546.281619200006,31267.7665548,510541.0,3285548.0,487226.192211,3266346.04946
SSP1,2070,ZAF,Northern Cape,0.567847994546,0.660985336115,31095.1572576,30298.4819518,276470.0,996133.0,263844.481365,990311.232492
SSP1,2070,ZAF,Western Cape,0.59694777295,0.641929298349,31996.8922578,32859.9544293,345095.0,6079330.0,329335.59263800003,6043800.16025
SSP1,2080,ZAF,Eastern Cape,0.545649347188,0.640317346178,32453.4666086,34919.8236312,750030.0,6448036.0,715879.303557,6403669.32561
SSP1,2080,ZAF,Free State,0.625085166741,0.647285726037,35173.3752869,34968.6505674,399423.0,4218545.0,381236.295968,4189518.6713
