292,meth_t_d
293,meth_tobunker
294,meth_trd
295,methanol_fs
296,mvac_co2
297,nica_con
298,nitric_catalytic1
299,nitric_catalytic2
300,nitric_catalytic3
301,nitric_catalytic4
302,nitric_catalytic5
303,nitric_catalytic6
304,nitric_catalytic7
305,nuc_hc
306,nuc_lc
307,oil_BS
308,oil_bal
309,oil_conv
310,oil_exp
311,oil_extr_1
312,oil_extr_1_ch4
313,oil_extr_2
314,oil_extr_2_ch4
315,oil_extr_3
316,oil_extr_3_ch4
317,oil_extr_4
318,oil_extr_4_ch4
319,oil_extr_5
320,oil_extr_6
321,oil_extr_7
322,oil_extr_mpen
323,oil_imp
324,oil_ppl
325,oil_std
326,oil_trd
327,plutonium_prod
328,po_turbine
329,recycling_gas1
330,ref_hil
331,ref_lol
332,refrigerant_recovery
333,repl_hc
334,replacement_so2
335,solar_curtailment1
336,solar_curtailment2
337,solar_curtailment3
338,solar_cv1
339,solar_cv2
340,solar_cv3
341,solar_cv4
342,solar_i
343,solar_pv_I
344,solar_pv_RC
345,solar_pv_ppl
346,solar_rc
347,solar_res1
348,solar_res2
349,solar_res3
350,solar_res4
351,solar_res5
352,solar_res6
353,solar_res7
354,solar_res8
355,solar_th_ppl
356,sp_coal_I
357,sp_el_I
358,sp_el_RC
359,sp_eth_I
360,sp_liq_I
361,sp_meth_I
362,stor_ppl
363,syn_liq
364,syn_liq_ccs
365,u5-reproc
366,uran2u5
367,useful_feedstock
368,useful_industry_sp
369,useful_industry_th
370,useful_res_comm_sp
371,useful_res_comm_th
372,useful_transport
373,vertical_stud
374,wind_curtailment1
375,wind_curtailment2
376,wind_curtailment3
377,wind_cv1
378,wind_cv2
379,wind_cv3
380,wind_cv4
381,wind_ppf
382,wind_ppl
383,wind_ref1
384,wind_ref2
385,wind_ref3
386,wind_ref4
387,wind_ref5
388,wind_res1
389,wind_res2
390,wind_res3
391,wind_res4
392,oil_st
393,BCA_AgWasteEM
394,BCA_IndNonEnergyEM
395,BCA_IntShipEM
396,BCA_WasteBurnEM
397,CF4_Semico
398,CH4_AgWasteEM
399,CH4_DomWasteWa
400,CH4_IndNonEnergyEM
401,CH4_IndWasteWa
402,CH4_IntShipEM
403,CH4_RemainingEM
404,CH4_WasteBurnEM
405,CH4n_landfills
406,CO_AgWasteEM
407,CO_IndNonEnergyEM
408,CO_IntShipEM
409,CO_WasteBurnEM
410,GDP
411,HFC_AerosolMDI
412,HFC_AerosolNonMDI
413,HFC_FireExt
414,HFC_Solvents
415,N2O_Human
416,N2O_ONonAgSo
417,N2O_OtherAgSo
418,N2On_adipic
419,N2On_nitric
420,NH3_AgWasteEM
421,NH3_IndNonEnergyEM
422,NOx_AgWasteEM
423,NOx_IndNonEnergyEM
424,NOx_IntShipEM
425,NOx_WasteBurnEM
426,OCA_AgWasteEM
427,OCA_IndNonEnergyEM
428,OCA_IntShipEM
429,OCA_WasteBurnEM
430,PM2_AgWasteEM
431,PM2_IndNonEnergyEM
432,PM2_WasteBurnEM
433,PPP
434,Population
435,SO2_AgWasteEM
436,SO2_IndNonEnergyEM
437,SO2_IntShipEM
438,SO2_WasteBurnEM
439,TCE_Emission_buy
440,TCE_Emission_sell
441,VOC_AgWasteEM
442,VOC_IndNonEnergyEM
443,VOC_IntShipEM
444,VOC_SolventEM
445,VOC_WasteBurnEM
446,WasteDriver
447,aviation_Emission
448,conv2PlaF
449,other_sc
450,extract__upstream_landuse
451,extract__freshwater_supply
452,extract__freshwater_instream
453,extract__saline_supply
454,bio_hpl__ot_fresh
455,bio_hpl__cl_fresh
456,bio_hpl__ot_saline
457,bio_hpl__air
458,bio_istig__ot_fresh
459,bio_istig__cl_fresh
460,bio_istig__ot_saline
461,bio_istig__air
462,bio_istig_ccs__ot_fresh
463,bio_istig_ccs__cl_fresh
464,bio_istig_ccs__ot_saline
465,bio_ppl__ot_fresh
466,bio_ppl__cl_fresh
467,bio_ppl__ot_saline
468,bio_ppl__air
469,coal_adv__ot_fresh
470,coal_adv__cl_fresh
471,coal_adv__ot_saline
472,coal_adv__air
473,coal_adv_ccs__ot_fresh
474,coal_adv_ccs__cl_fresh
475,coal_adv_ccs__ot_saline
476,coal_ppl__ot_fresh
477,coal_ppl__cl_fresh
478,coal_ppl__ot_saline
479,coal_ppl__air
480,coal_ppl_u__ot_fresh
481,coal_ppl_u__cl_fresh
482,coal_ppl_u__ot_saline
483,coal_ppl_u__air
484,foil_hpl__ot_fresh
485,foil_hpl__cl_fresh
486,foil_hpl__ot_saline
487,foil_hpl__air
488,foil_ppl__ot_fresh
489,foil_ppl__cl_fresh
490,foil_ppl__ot_saline
491,foil_ppl__air
492,gas_cc__ot_fresh
493,gas_cc__cl_fresh
494,gas_cc__ot_saline
495,gas_cc__air
496,gas_cc_ccs__ot_fresh
497,gas_cc_ccs__cl_fresh
498,gas_cc_ccs__ot_saline
499,gas_hpl__ot_fresh
500,gas_hpl__cl_fresh
501,gas_hpl__ot_saline
502,gas_hpl__air
503,gas_ppl__ot_fresh
504,gas_ppl__cl_fresh
505,gas_ppl__ot_saline
506,gas_ppl__air
507,geo_hpl__ot_fresh
508,geo_hpl__cl_fresh
509,geo_hpl__ot_saline
510,geo_hpl__air
511,geo_ppl__ot_fresh
512,geo_ppl__cl_fresh
