Model,Scenario,Region,Variable,Unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
History,IEA Energy Statistics (2017),South Africa,Final Energy|Transportation|Geothermal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Transportation|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Transportation|Liquids,EJ/yr,0.22172459,0.24269259,0.27391519,0.27023676,0.30091871,0.31014147,0.3062516,0.32524201,0.28080859,0.28988252,0.30836289,0.31674231,0.32252114,0.34748376,0.33658661,0.33478181,0.36046092,0.38921484,0.40267628,0.41491472,0.4170644,0.42451489,0.42455818,0.44214187,0.49646263,0.48481336,0.49816469,0.49265771,0.49985464,0.49656913,0.50771733,0.51835937,0.54867532,0.58026076,0.60706247,0.62284034,0.6829942,0.68225242,0.6556821,0.67351742,0.7040947,0.70582917,0.77158357,0.7347281,0.74851891
History,IEA Energy Statistics (2017),South Africa,Final Energy|Transportation|Solar,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Transportation,EJ/yr,0.37150406,0.37627027,0.39902168,0.3783666,0.41757757,0.40140451,0.39171793,0.40175105,0.35055268,0.35779338,0.37411084,0.3760871,0.37323915,0.3961,0.3798288,0.37550069,0.39555689,0.41581979,0.42241178,0.43113682,0.43135864,0.44169522,0.44155961,0.45907533,0.5133672,0.50078022,0.51459444,0.50989199,0.51570469,0.51594062,0.5275857,0.54068339,0.56838167,0.60262078,0.6266644,0.63500693,0.70689169,0.69511033,0.6684248,0.68647434,0.71991339,0.72014698,0.78561149,0.74850941,0.76093754
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,0.16267728,0.17189112,0.18022838,0.18953467,0.19908736,0.18470621,0.1807236,0.1809558,0.18471099,0.19397227,0.20098989,0.20799093,0.21497778,0.221948,0.22996543,0.23496447,0.24496494,0.24995217,0.25895522,0.26497064,0.26996968,0.27293829,0.27796815,0.2839528,0.28995164,0.29489118,0.29958116,0.30499523,0.31245159,0.32028866,0.3269207,0.3308362,0.33509251,0.33951552,0.34408156,0.34882835,0.35375291,0.35883446,0.36411473,0.36959379,0.37524785,0.38111365,0.38720519,0.39352755,0.4000518
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,0.13491247,0.13688767,0.13470099,0.13724762,0.14504046,0.15142949,0.12996769,0.14145899,0.11645166,0.09743747,0.07985408,0.07367203,0.06829076,0.08945563,0.09013059,0.07144934,0.07215125,0.07939512,0.09263216,0.10199078,0.10749793,0.1098376,0.14341515,0.13590398,0.11895863,0.10226431,0.10513666,0.08148191,0.06671779,0.06579352,0.10387882,0.13670681,0.15801297,0.18231383,0.19906488,0.22597801,0.29709533,0.32772056,0.31358901,0.14058788,0.15774829,0.25992098,0.27333348,0.28078255,0.23561825
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Electricity,EJ/yr,0.038887,0.05489548,0.06006601,0.06588466,0.0678146,0.07272229,0.07850853,0.08416515,0.09260867,0.10593827,0.11844692,0.12657718,0.13300434,0.14299253,0.14999579,0.162256,0.16801344,0.17924746,0.1877846,0.18790702,0.18607069,0.17895941,0.18466643,0.20297573,0.2017299,0.26233961,0.28483646,0.22824868,0.22631153,0.25858054,0.2078258,0.21594166,0.2650329,0.24906762,0.27986397,0.29649536,0.30380107,0.2928371,0.27667739,0.28435037,0.28555299,0.26957692,0.26817266,0.26640834,0.2644748
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Fossil,EJ/yr,0.19583431,0.1983298,0.19689993,0.19982492,0.20813809,0.2169759,0.19527758,0.20705271,0.17114546,0.15236599,0.13837876,0.12622662,0.12082957,0.14657648,0.14630911,0.12708049,0.13151404,0.14373262,0.15890707,0.16739919,0.17398,0.17118548,0.22891881,0.22270806,0.21211292,0.19707724,0.19527009,0.18549575,0.17013761,0.15959832,0.19903737,0.23093015,0.2496938,0.27385578,0.28698898,0.32333484,0.38602677,0.41535786,0.40242144,0.23243287,0.28647763,0.38170273,0.39074525,0.39123247,0.34524384
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,3.60E-05,3.69E-05,4.05E-05,6.75E-05,6.39E-05
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Geothermal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Liquids,EJ/yr,0.06092184,0.06144213,0.06219894,0.0625773,0.06309763,0.06554641,0.06530989,0.06559372,0.0546938,0.05492852,0.05852468,0.05255459,0.05253881,0.05712085,0.05617852,0.05563115,0.05936279,0.0643375,0.06627491,0.06540841,0.06648207,0.06134788,0.08550366,0.08680408,0.09315429,0.09481293,0.09013343,0.10401384,0.10341982,0.0938048,0.09515855,0.09422334,0.09168083,0.09154195,0.0879241,0.09735683,0.08893144,0.0876373,0.08883243,0.09181799,0.12869333,0.12174486,0.11737128,0.11038243,0.1095617
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial|Solar,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051092,0.00057891,0.00064787,0.00071988,0.00074387,0.00074785,0.00081484,0.00210362,0.0024955,0.00276747,0.00300441,0.00325239,0.00380329,0.00424018,0.00472711
History,IEA Energy Statistics (2017),South Africa,Final Energy|Residential and Commercial,EJ/yr,0.39739858,0.42511641,0.43719432,0.45524425,0.47504006,0.47440438,0.45450971,0.47217366,0.4484651,0.45227652,0.45781557,0.46079473,0.4688117,0.51151701,0.52627033,0.52430095,0.54449242,0.57293226,0.60564687,0.62027685,0.63002037,0.62308318,0.69155339,0.7096366,0.70379446,0.75430804,0.77968771,0.71873967,0.70890073,0.73846749,0.7342948,0.77828697,0.85046707,0.86315885,0.91167838,0.9694064,1.04439559,1.069133,1.04570907,0.88914452,0.95028285,1.03564568,1.04992639,1.0554085,1.01449752
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use|Biomass,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use|Coal,EJ/yr,0.03131538,0.03169332,0.03190928,0.02918267,0.02837281,0.02667205,0.02653707,0.02807584,0.0264561,0.03414993,0.04770193,0.04332857,0.0641965,0.08125796,0.0777485,0.0816089,0.07831539,0.09130046,0.12542342,0.11656872,0.13093061,0.11422009,0.13943434,0.14046019,0.19839361,0.20584448,0.20562853,0.20395477,0.21148666,0.22125923,0.19353433,0.18651537,0.18651537,0.14877497,0.0592832,0.05083349,0.05177832,0.04975363,0.0518863,0.05553078,0.05733952,0.0572315,0.05814938,0.06039007,0.05415396
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use|Fossil,EJ/yr,0.03903739,0.03949333,0.03877329,0.03620268,0.03578282,0.03408206,0.05489707,0.05627587,0.05543613,0.06589994,0.08823195,0.09624859,0.12511649,0.13739796,0.12949852,0.13335892,0.12878237,0.15292048,0.1864544,0.17669569,0.18847362,0.17430611,0.16596642,0.16920245,0.22704288,0.23500356,0.23470976,0.2274145,0.2325134,0.23675948,0.21240203,0.20708713,0.21711912,0.18208665,0.09641639,0.08794864,0.1765455,0.1962493,0.18892894,0.18169447,0.18358908,0.17174902,0.16429297,0.16765631,0.18844361
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use|Gas,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use|Oil,EJ/yr,0.00772201,0.00780001,0.00686401,0.00702001,0.00741001,0.00741001,0.02836,0.02820003,0.02898003,0.03175001,0.04053002,0.05292002,0.06091999,0.05614,0.05175002,0.05175002,0.05046698,0.06162002,0.06103098,0.06012697,0.05754301,0.06008602,0.02653208,0.02874226,0.02864927,0.02915908,0.02908123,0.02345973,0.02102674,0.01550025,0.0188677,0.02057176,0.03060375,0.03331168,0.03713319,0.03711515,0.12476718,0.14649567,0.13704264,0.12616369,0.12624956,0.11451752,0.10614359,0.10726624,0.13428965
History,IEA Energy Statistics (2017),South Africa,Final Energy|Non-Energy Use,EJ/yr,0.03903739,0.03949333,0.03877328,0.03620267,0.03578282,0.03408206,0.05489707,0.05627587,0.05543612,0.06589994,0.08823195,0.09624859,0.12511649,0.13739796,0.12949852,0.13335892,0.12878237,0.15292048,0.18645441,0.17669569,0.18847362,0.17430611,0.16596643,0.16920245,0.22704288,0.23500358,0.23470975,0.2274145,0.23251339,0.23675948,0.21240202,0.20708712,0.21711912,0.18208665,0.09641639,0.08794863,0.17654551,0.1962493,0.18892893,0.18169448,0.18358909,0.17174903,0.16429296,0.1676563,0.1884436
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Biomass|Electricity,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Coal|Electricity,EJ/yr,0.65176096,0.6945418,0.77679128,0.85954175,0.95281348,1.03701133,1.04394199,0.79564021,0.8694967,0.93963523,1.08328857,1.10931422,1.10553597,1.1797542,1.19553036,1.18401477,1.32212135,1.29603545,1.35713033,1.4240935,1.41730071,1.4276306,1.55337753,1.59047656,1.66007248,1.75273976,1.84631139,1.92038895,1.80987551,1.88600297,1.75571411,1.82117004,2.00377137,2.15705121,2.1134407,2.15516208,2.21834705,2.50384502,2.312401,2.46276678,2.33255831,2.40961021,2.40721866,2.5394368,2.46190258
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Gas|Electricity,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Oil|Electricity,EJ/yr,0,0,0,0,0,0.00030308,0.00012992,0.00012992,0.00017321,0.00034642,0.00025979,0.0002165,0.000433,0.00051958,0.000433,0.000433,0.000433,0.00051958,0,0,0,0,0,0.00309513,0.00418261,0,0,0,0,0,0,0,0,0,0,0,0.01184454,0.0014591,0.00051498,0.00201699,0.00201699,0.00197408,0.00197408,0.00193116,0.00188825
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Coal|Convert,EJ/yr,0.99514591,0.95280135,0.95113816,0.9498376,0.95304294,0.93152184,0.94424205,1.30258491,1.34172963,1.4274297,1.57398132,1.85422837,1.91907146,2.06339479,2.06866308,2.19719266,2.19983095,2.25109793,1.96283109,1.80850141,1.94890162,1.73852049,1.95699676,2.02135853,2.03605508,2.02502763,2.04978501,1.90250029,2.08368474,2.01290426,2.17567659,2.02047638,2.23233887,2.44884732,2.50118067,2.56793534,2.65821778,2.73153055,2.8113329,2.55928994,2.60455294,2.46048592,2.38509233,2.50866797,2.34098743
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Gas|Convert,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06298203,0.06388178,0.06433165,0.07179324,0.07179324,0.07179324,0.06461417,0.05769155,0.04857086,0.06354708,0.05850492,0.07600851,0.07536608,0.04518332,0.1163917,0.11549016,0.11203245,0.1443656,0.14853502,0.12872178,0.16215716,0.1609542,0.16926239,0.17165481,0.16142379,0.17806008
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Oil|Convert,EJ/yr,0.57498667,0.61546993,0.69157089,0.67199146,0.73627205,0.75114459,0.74221878,0.77733086,0.69957466,0.69868989,0.72136491,0.68713916,0.65121771,0.70165601,0.66814849,0.65081475,0.7008906,0.75594708,0.77090746,0.78689511,0.78962085,0.74272044,0.72064027,0.73817711,0.86486165,0.84412681,0.86714141,0.88700793,0.85481488,0.84470808,1.01358601,1.03945761,1.07116219,1.16953294,1.28545174,1.19912477,1.37364978,1.41526773,1.35933109,1.35823551,1.4925604,1.42245355,1.52942749,1.48292789,1.53542429
